Country,Code,Year,Yield_Hectogram_Per_Hectare
Afghanistan,AFG,1961,10220
Afghanistan,AFG,1962,9735
Afghanistan,AFG,1963,8317
Afghanistan,AFG,1964,9510
Afghanistan,AFG,1965,9723
Afghanistan,AFG,1966,8666
Afghanistan,AFG,1967,11232
Afghanistan,AFG,1968,11562
Afghanistan,AFG,1969,11855
Afghanistan,AFG,1970,9563
Afghanistan,AFG,1971,8149
Afghanistan,AFG,1972,8457
Afghanistan,AFG,1973,11739
Afghanistan,AFG,1974,12074
Afghanistan,AFG,1975,12128
Afghanistan,AFG,1976,12494
Afghanistan,AFG,1977,11309
Afghanistan,AFG,1978,11980
Afghanistan,AFG,1979,12317
Afghanistan,AFG,1980,12549
Afghanistan,AFG,1981,12350
Afghanistan,AFG,1982,12299
Afghanistan,AFG,1983,12580
Afghanistan,AFG,1984,12319
Afghanistan,AFG,1985,12277
Afghanistan,AFG,1986,11890
Afghanistan,AFG,1987,12849
Afghanistan,AFG,1988,11728
Afghanistan,AFG,1989,11180
Afghanistan,AFG,1990,10510
Afghanistan,AFG,1991,10213
Afghanistan,AFG,1992,10313
Afghanistan,AFG,1993,10211
Afghanistan,AFG,1994,10250
Afghanistan,AFG,1995,10895
Afghanistan,AFG,1996,11220
Afghanistan,AFG,1997,12764
Afghanistan,AFG,1998,12964
Afghanistan,AFG,1999,12329
Afghanistan,AFG,2000,7240
Afghanistan,AFG,2001,8977
Afghanistan,AFG,2002,15419
Afghanistan,AFG,2003,15000
Afghanistan,AFG,2004,12659
Afghanistan,AFG,2005,18215
Afghanistan,AFG,2006,13760
Afghanistan,AFG,2007,18183
Afghanistan,AFG,2008,12263
Afghanistan,AFG,2009,19666
Afghanistan,AFG,2010,19252
Afghanistan,AFG,2011,15179
Afghanistan,AFG,2012,20104
Afghanistan,AFG,2013,20248
Afghanistan,AFG,2014,20237
Afghanistan,AFG,2015,21959
Afghanistan,AFG,2016,19803
Afghanistan,AFG,2017,20342
Afghanistan,AFG,2018,22100
Africa,,1961,6930
Africa,,1962,9236
Africa,,1963,8990
Africa,,1964,8736
Africa,,1965,8287
Africa,,1966,7604
Africa,,1967,8423
Africa,,1968,9922
Africa,,1969,8103
Africa,,1970,8703
Africa,,1971,9828
Africa,,1972,9918
Africa,,1973,9402
Africa,,1974,9711
Africa,,1975,11004
Africa,,1976,11177
Africa,,1977,9269
Africa,,1978,10459
Africa,,1979,10458
Africa,,1980,10988
Africa,,1981,11340
Africa,,1982,12750
Africa,,1983,11231
Africa,,1984,11438
Africa,,1985,12476
Africa,,1986,14428
Africa,,1987,15013
Africa,,1988,17497
Africa,,1989,14811
Africa,,1990,15981
Africa,,1991,18951
Africa,,1992,16501
Africa,,1993,16279
Africa,,1994,19153
Africa,,1995,16212
Africa,,1996,20284
Africa,,1997,17976
Africa,,1998,18642
Africa,,1999,18099
Africa,,2000,17520
Africa,,2001,20245
Africa,,2002,21283
Africa,,2003,22133
Africa,,2004,22137
Africa,,2005,21353
Africa,,2006,24572
Africa,,2007,20442
Africa,,2008,22900
Africa,,2009,25284
Africa,,2010,23013
Africa,,2011,25836
Africa,,2012,23942
Africa,,2013,27934
Africa,,2014,25718
Africa,,2015,28369
Africa,,2016,24504
Africa,,2017,25580
Africa,,2018,28639
Albania,ALB,1961,7731
Albania,ALB,1962,10522
Albania,ALB,1963,7127
Albania,ALB,1964,9625
Albania,ALB,1965,11344
Albania,ALB,1966,12398
Albania,ALB,1967,13550
Albania,ALB,1968,14124
Albania,ALB,1969,16389
Albania,ALB,1970,15377
Albania,ALB,1971,18735
Albania,ALB,1972,19000
Albania,ALB,1973,20097
Albania,ALB,1974,20625
Albania,ALB,1975,19375
Albania,ALB,1976,25526
Albania,ALB,1977,24500
Albania,ALB,1978,24500
Albania,ALB,1979,24900
Albania,ALB,1980,25198
Albania,ALB,1981,25321
Albania,ALB,1982,26886
Albania,ALB,1983,30879
Albania,ALB,1984,31579
Albania,ALB,1985,31406
Albania,ALB,1986,28945
Albania,ALB,1987,31031
Albania,ALB,1988,32010
Albania,ALB,1989,29302
Albania,ALB,1990,30197
Albania,ALB,1991,20698
Albania,ALB,1992,24388
Albania,ALB,1993,29976
Albania,ALB,1994,24745
Albania,ALB,1995,28703
Albania,ALB,1996,21741
Albania,ALB,1997,28516
Albania,ALB,1998,28037
Albania,ALB,1999,24954
Albania,ALB,2000,30455
Albania,ALB,2001,28220
Albania,ALB,2002,31617
Albania,ALB,2003,28629
Albania,ALB,2004,31130
Albania,ALB,2005,31582
Albania,ALB,2006,30787
Albania,ALB,2007,35496
Albania,ALB,2008,40168
Albania,ALB,2009,40229
Albania,ALB,2010,39905
Albania,ALB,2011,42301
Albania,ALB,2012,41096
Albania,ALB,2013,41292
Albania,ALB,2014,40001
Albania,ALB,2015,39511
Albania,ALB,2016,39000
Albania,ALB,2017,40367
Albania,ALB,2018,36927
Algeria,DZA,1961,4060
Algeria,DZA,1962,8045
Algeria,DZA,1963,8326
Algeria,DZA,1964,5317
Algeria,DZA,1965,6057
Algeria,DZA,1966,4252
Algeria,DZA,1967,6333
Algeria,DZA,1968,6899
Algeria,DZA,1969,6034
Algeria,DZA,1970,6245
Algeria,DZA,1971,6133
Algeria,DZA,1972,6701
Algeria,DZA,1973,4934
Algeria,DZA,1974,4957
Algeria,DZA,1975,8313
Algeria,DZA,1976,7101
Algeria,DZA,1977,4337
Algeria,DZA,1978,5809
Algeria,DZA,1979,5553
Algeria,DZA,1980,7297
Algeria,DZA,1981,6720
Algeria,DZA,1982,5965
Algeria,DZA,1983,5635
Algeria,DZA,1984,5730
Algeria,DZA,1985,8861
Algeria,DZA,1986,8084
Algeria,DZA,1987,7777
Algeria,DZA,1988,6006
Algeria,DZA,1989,7821
Algeria,DZA,1990,6315
Algeria,DZA,1991,10809
Algeria,DZA,1992,9939
Algeria,DZA,1993,8097
Algeria,DZA,1994,7999
Algeria,DZA,1995,8924
Algeria,DZA,1996,13090
Algeria,DZA,1997,8016
Algeria,DZA,1998,8847
Algeria,DZA,1999,10711
Algeria,DZA,2000,9194
Algeria,DZA,2001,11104
Algeria,DZA,2002,10739
Algeria,DZA,2003,14480
Algeria,DZA,2004,13582
Algeria,DZA,2005,15057
Algeria,DZA,2006,15068
Algeria,DZA,2007,12742
Algeria,DZA,2008,11038
Algeria,DZA,2009,15975
Algeria,DZA,2010,14838
Algeria,DZA,2011,17405
Algeria,DZA,2012,17639
Algeria,DZA,2013,19100
Algeria,DZA,2014,14753
Algeria,DZA,2015,14640
Algeria,DZA,2016,11833
Algeria,DZA,2017,11501
Algeria,DZA,2018,19076
Americas,,1961,12981
Americas,,1962,15471
Americas,,1963,16568
Americas,,1964,16242
Americas,,1965,16334
Americas,,1966,17003
Americas,,1967,15475
Americas,,1968,16342
Americas,,1969,18380
Americas,,1970,18706
Americas,,1971,19497
Americas,,1972,18638
Americas,,1973,19134
Americas,,1974,17008
Americas,,1975,18697
Americas,,1976,19324
Americas,,1977,18834
Americas,,1978,19716
Americas,,1979,19549
Americas,,1980,19810
Americas,,1981,21095
Americas,,1982,22167
Americas,,1983,22805
Americas,,1984,22739
Americas,,1985,21941
Americas,,1986,21969
Americas,,1987,22665
Americas,,1988,19225
Americas,,1989,20674
Americas,,1990,24160
Americas,,1991,22381
Americas,,1992,24279
Americas,,1993,24323
Americas,,1994,23803
Americas,,1995,23430
Americas,,1996,23883
Americas,,1997,24623
Americas,,1998,26759
Americas,,1999,27024
Americas,,2000,26660
Americas,,2001,24652
Americas,,2002,22175
Americas,,2003,26405
Americas,,2004,27515
Americas,,2005,27553
Americas,,2006,25930
Americas,,2007,26268
Americas,,2008,29530
Americas,,2009,27918
Americas,,2010,30299
Americas,,2011,30478
Americas,,2012,30576
Americas,,2013,32408
Americas,,2014,29224
Americas,,2015,28825
Americas,,2016,34670
Americas,,2017,31893
Americas,,2018,31828
Angola,AGO,1961,11111
Angola,AGO,1962,11111
Angola,AGO,1963,11111
Angola,AGO,1964,9286
Angola,AGO,1965,11111
Angola,AGO,1966,11000
Angola,AGO,1967,13500
Angola,AGO,1968,13500
Angola,AGO,1969,9430
Angola,AGO,1970,8546
Angola,AGO,1971,9130
Angola,AGO,1972,11592
Angola,AGO,1973,8867
Angola,AGO,1974,13065
Angola,AGO,1975,10000
Angola,AGO,1976,10000
Angola,AGO,1977,7692
Angola,AGO,1978,5882
Angola,AGO,1979,5333
Angola,AGO,1980,5833
Angola,AGO,1981,6316
Angola,AGO,1982,6250
Angola,AGO,1983,6250
Angola,AGO,1984,6250
Angola,AGO,1985,6250
Angola,AGO,1986,8000
Angola,AGO,1987,8000
Angola,AGO,1988,8000
Angola,AGO,1989,8000
Angola,AGO,1990,7995
Angola,AGO,1991,8000
Angola,AGO,1992,8000
Angola,AGO,1993,8862
Angola,AGO,1994,10000
Angola,AGO,1995,11865
Angola,AGO,1996,13758
Angola,AGO,1997,15529
Angola,AGO,1998,17143
Angola,AGO,1999,17391
Angola,AGO,2000,17025
Angola,AGO,2001,16667
Angola,AGO,2002,15485
Angola,AGO,2003,13879
Angola,AGO,2004,12412
Angola,AGO,2005,10860
Angola,AGO,2006,10000
Angola,AGO,2007,10000
Angola,AGO,2008,10000
Angola,AGO,2009,10000
Angola,AGO,2010,10526
Angola,AGO,2011,10959
Angola,AGO,2012,11294
Angola,AGO,2013,9399
Angola,AGO,2014,7629
Angola,AGO,2015,10745
Angola,AGO,2016,10796
Angola,AGO,2017,10866
Angola,AGO,2018,10935
Argentina,ARG,1961,12950
Argentina,ARG,1962,15222
Argentina,ARG,1963,15751
Argentina,ARG,1964,18353
Argentina,ARG,1965,13212
Argentina,ARG,1966,11982
Argentina,ARG,1967,12595
Argentina,ARG,1968,9833
Argentina,ARG,1969,13523
Argentina,ARG,1970,13294
Argentina,ARG,1971,12667
Argentina,ARG,1972,15911
Argentina,ARG,1973,16574
Argentina,ARG,1974,14103
Argentina,ARG,1975,16260
Argentina,ARG,1976,17045
Argentina,ARG,1977,13612
Argentina,ARG,1978,17396
Argentina,ARG,1979,16934
Argentina,ARG,1980,15596
Argentina,ARG,1981,14014
Argentina,ARG,1982,20501
Argentina,ARG,1983,18405
Argentina,ARG,1984,23068
Argentina,ARG,1985,16177
Argentina,ARG,1986,17819
Argentina,ARG,1987,18847
Argentina,ARG,1988,18344
Argentina,ARG,1989,18947
Argentina,ARG,1990,18947
Argentina,ARG,1991,18972
Argentina,ARG,1992,21809
Argentina,ARG,1993,23272
Argentina,ARG,1994,20237
Argentina,ARG,1995,21675
Argentina,ARG,1996,19344
Argentina,ARG,1997,22426
Argentina,ARG,1998,26088
Argentina,ARG,1999,23028
Argentina,ARG,2000,24873
Argentina,ARG,2001,24934
Argentina,ARG,2002,22398
Argentina,ARG,2003,20361
Argentina,ARG,2004,25441
Argentina,ARG,2005,26356
Argentina,ARG,2006,25302
Argentina,ARG,2007,26234
Argentina,ARG,2008,28271
Argentina,ARG,2009,19628
Argentina,ARG,2010,27113
Argentina,ARG,2011,35063
Argentina,ARG,2012,32199
Argentina,ARG,2013,26581
Argentina,ARG,2014,26619
Argentina,ARG,2015,28100
Argentina,ARG,2016,28623
Argentina,ARG,2017,33047
Argentina,ARG,2018,31806
Armenia,ARM,1992,21600
Armenia,ARM,1993,22257
Armenia,ARM,1994,17842
Armenia,ARM,1995,25480
Armenia,ARM,1996,23569
Armenia,ARM,1997,17009
Armenia,ARM,1998,20651
Armenia,ARM,1999,19466
Armenia,ARM,2000,16679
Armenia,ARM,2001,22263
Armenia,ARM,2002,23877
Armenia,ARM,2003,17183
Armenia,ARM,2004,23416
Armenia,ARM,2005,20252
Armenia,ARM,2006,14627
Armenia,ARM,2007,25837
Armenia,ARM,2008,24322
Armenia,ARM,2009,22374
Armenia,ARM,2010,21192
Armenia,ARM,2011,28800
Armenia,ARM,2012,26010
Armenia,ARM,2013,31273
Armenia,ARM,2014,32260
Armenia,ARM,2015,33437
Armenia,ARM,2016,32427
Armenia,ARM,2017,21783
Armenia,ARM,2018,28240
Asia,,1961,7486
Asia,,1962,8448
Asia,,1963,8532
Asia,,1964,8431
Asia,,1965,9755
Asia,,1966,9661
Asia,,1967,10342
Asia,,1968,10845
Asia,,1969,10994
Asia,,1970,11129
Asia,,1971,12257
Asia,,1972,12962
Asia,,1973,12162
Asia,,1974,12759
Asia,,1975,14195
Asia,,1976,15385
Asia,,1977,14120
Asia,,1978,15712
Asia,,1979,17383
Asia,,1980,16122
Asia,,1981,17416
Asia,,1982,18974
Asia,,1983,20534
Asia,,1984,21447
Asia,,1985,21317
Asia,,1986,22903
Asia,,1987,21888
Asia,,1988,22488
Asia,,1989,22975
Asia,,1990,23842
Asia,,1991,23924
Asia,,1992,23489
Asia,,1993,23392
Asia,,1994,22597
Asia,,1995,23764
Asia,,1996,24180
Asia,,1997,26161
Asia,,1998,25174
Asia,,1999,26502
Asia,,2000,25984
Asia,,2001,26010
Asia,,2002,26223
Asia,,2003,25941
Asia,,2004,26801
Asia,,2005,26851
Asia,,2006,28304
Asia,,2007,28653
Asia,,2008,28210
Asia,,2009,29465
Asia,,2010,28517
Asia,,2011,30506
Asia,,2012,30509
Asia,,2013,31026
Asia,,2014,31549
Asia,,2015,31753
Asia,,2016,32616
Asia,,2017,33383
Asia,,2018,33793
"Asia, Central",,1992,13719
"Asia, Central",,1993,9947
"Asia, Central",,1994,8639
"Asia, Central",,1995,7789
"Asia, Central",,1996,8702
"Asia, Central",,1997,10852
"Asia, Central",,1998,9507
"Asia, Central",,1999,15557
"Asia, Central",,2000,12327
"Asia, Central",,2001,14776
"Asia, Central",,2002,15137
"Asia, Central",,2003,14832
"Asia, Central",,2004,13291
"Asia, Central",,2005,14543
"Asia, Central",,2006,16242
"Asia, Central",,2007,16162
"Asia, Central",,2008,13261
"Asia, Central",,2009,15771
"Asia, Central",,2010,12171
"Asia, Central",,2011,19179
"Asia, Central",,2012,12345
"Asia, Central",,2013,14745
"Asia, Central",,2014,15097
"Asia, Central",,2015,16055
"Asia, Central",,2016,15931
"Asia, Central",,2017,15845
"Asia, Central",,2018,15413
Australia,AUS,1961,11291
Australia,AUS,1962,12533
Australia,AUS,1963,13387
Australia,AUS,1964,13841
Australia,AUS,1965,9970
Australia,AUS,1966,15070
Australia,AUS,1967,8310
Australia,AUS,1968,13650
Australia,AUS,1969,11118
Australia,AUS,1970,12179
Australia,AUS,1971,12057
Australia,AUS,1972,8666
Australia,AUS,1973,13396
Australia,AUS,1974,13671
Australia,AUS,1975,14006
Australia,AUS,1976,13175
Australia,AUS,1977,9413
Australia,AUS,1978,17651
Australia,AUS,1979,14515
Australia,AUS,1980,9622
Australia,AUS,1981,13765
Australia,AUS,1982,7705
Australia,AUS,1983,17026
Australia,AUS,1984,15455
Australia,AUS,1985,13695
Australia,AUS,1986,14476
Australia,AUS,1987,13645
Australia,AUS,1988,15787
Australia,AUS,1989,15787
Australia,AUS,1990,16344
Australia,AUS,1991,14698
Australia,AUS,1992,17812
Australia,AUS,1993,19658
Australia,AUS,1994,11356
Australia,AUS,1995,17899
Australia,AUS,1996,21673
Australia,AUS,1997,18412
Australia,AUS,1998,19153
Australia,AUS,1999,20066
Australia,AUS,2000,18209
Australia,AUS,2001,18209
Australia,AUS,2002,21076
Australia,AUS,2003,9070
Australia,AUS,2004,19998
Australia,AUS,2005,16348
Australia,AUS,2006,20213
Australia,AUS,2007,9173
Australia,AUS,2008,10788
Australia,AUS,2009,15831
Australia,AUS,2010,15729
Australia,AUS,2011,20301
Australia,AUS,2012,21511
Australia,AUS,2013,17609
Australia,AUS,2014,20061
Australia,AUS,2015,19172
Australia,AUS,2016,19743
Australia,AUS,2017,26100
Australia,AUS,2018,19178
Australia & New Zealand,,1961,11569
Australia & New Zealand,,1962,12709
Australia & New Zealand,,1963,13574
Australia & New Zealand,,1964,14059
Australia & New Zealand,,1965,10216
Australia & New Zealand,,1966,15270
Australia & New Zealand,,1967,8604
Australia & New Zealand,,1968,13896
Australia & New Zealand,,1969,11445
Australia & New Zealand,,1970,12414
Australia & New Zealand,,1971,12344
Australia & New Zealand,,1972,9051
Australia & New Zealand,,1973,13652
Australia & New Zealand,,1974,13817
Australia & New Zealand,,1975,14121
Australia & New Zealand,,1976,13453
Australia & New Zealand,,1977,9675
Australia & New Zealand,,1978,17813
Australia & New Zealand,,1979,14665
Australia & New Zealand,,1980,9818
Australia & New Zealand,,1981,13944
Australia & New Zealand,,1982,7909
Australia & New Zealand,,1983,17165
Australia & New Zealand,,1984,15626
Australia & New Zealand,,1985,13875
Australia & New Zealand,,1986,14696
Australia & New Zealand,,1987,13891
Australia & New Zealand,,1988,15929
Australia & New Zealand,,1989,15870
Australia & New Zealand,,1990,16479
Australia & New Zealand,,1991,14872
Australia & New Zealand,,1992,17961
Australia & New Zealand,,1993,19823
Australia & New Zealand,,1994,11597
Australia & New Zealand,,1995,18062
Australia & New Zealand,,1996,21826
Australia & New Zealand,,1997,18616
Australia & New Zealand,,1998,19333
Australia & New Zealand,,1999,20238
Australia & New Zealand,,2000,18398
Australia & New Zealand,,2001,18434
Australia & New Zealand,,2002,21260
Australia & New Zealand,,2003,9320
Australia & New Zealand,,2004,20134
Australia & New Zealand,,2005,16537
Australia & New Zealand,,2006,20361
Australia & New Zealand,,2007,9432
Australia & New Zealand,,2008,11024
Australia & New Zealand,,2009,16066
Australia & New Zealand,,2010,15987
Australia & New Zealand,,2011,20505
Australia & New Zealand,,2012,21777
Australia & New Zealand,,2013,17886
Australia & New Zealand,,2014,20311
Australia & New Zealand,,2015,19432
Australia & New Zealand,,2016,20061
Australia & New Zealand,,2017,26343
Australia & New Zealand,,2018,19444
Austria,AUT,1961,25802
Austria,AUT,1962,26122
Austria,AUT,1963,25099
Austria,AUT,1964,26524
Austria,AUT,1965,23969
Austria,AUT,1966,28581
Austria,AUT,1967,33049
Austria,AUT,1968,34175
Austria,AUT,1969,33172
Austria,AUT,1970,29445
Austria,AUT,1971,35577
Austria,AUT,1972,31461
Austria,AUT,1973,35268
Austria,AUT,1974,40938
Austria,AUT,1975,35063
Austria,AUT,1976,42634
Austria,AUT,1977,37588
Austria,AUT,1978,41771
Austria,AUT,1979,31457
Austria,AUT,1980,44673
Austria,AUT,1981,37370
Austria,AUT,1982,42767
Austria,AUT,1983,45300
Austria,AUT,1984,47632
Austria,AUT,1985,48862
Austria,AUT,1986,43605
Austria,AUT,1987,45284
Austria,AUT,1988,53436
Austria,AUT,1989,49015
Austria,AUT,1990,50479
Austria,AUT,1991,50735
Austria,AUT,1992,53938
Austria,AUT,1993,42246
Austria,AUT,1994,52088
Austria,AUT,1995,50856
Austria,AUT,1996,50069
Austria,AUT,1997,52044
Austria,AUT,1998,50749
Austria,AUT,1999,54348
Austria,AUT,2000,44688
Austria,AUT,2001,52412
Austria,AUT,2002,49667
Austria,AUT,2003,43801
Austria,AUT,2004,59234
Austria,AUT,2005,50286
Austria,AUT,2006,49066
Austria,AUT,2007,47763
Austria,AUT,2008,56935
Austria,AUT,2009,49295
Austria,AUT,2010,50117
Austria,AUT,2011,58549
Austria,AUT,2012,41388
Austria,AUT,2013,53743
Austria,AUT,2014,59217
Austria,AUT,2015,56962
Austria,AUT,2016,62534
Austria,AUT,2017,48712
Austria,AUT,2018,46846
Azerbaijan,AZE,1992,21705
Azerbaijan,AZE,1993,16855
Azerbaijan,AZE,1994,16296
Azerbaijan,AZE,1995,14940
Azerbaijan,AZE,1996,16627
Azerbaijan,AZE,1997,16914
Azerbaijan,AZE,1998,15764
Azerbaijan,AZE,1999,19992
Azerbaijan,AZE,2000,23223
Azerbaijan,AZE,2001,26154
Azerbaijan,AZE,2002,26028
Azerbaijan,AZE,2003,25599
Azerbaijan,AZE,2004,25748
Azerbaijan,AZE,2005,25818
Azerbaijan,AZE,2006,26050
Azerbaijan,AZE,2007,26722
Azerbaijan,AZE,2008,27251
Azerbaijan,AZE,2009,25946
Azerbaijan,AZE,2010,19381
Azerbaijan,AZE,2011,24376
Azerbaijan,AZE,2012,26144
Azerbaijan,AZE,2013,26719
Azerbaijan,AZE,2014,23285
Azerbaijan,AZE,2015,30385
Azerbaijan,AZE,2016,30475
Azerbaijan,AZE,2017,29687
Azerbaijan,AZE,2018,29383
Bangladesh,BGD,1961,5738
Bangladesh,BGD,1962,6753
Bangladesh,BGD,1963,6069
Bangladesh,BGD,1964,6011
Bangladesh,BGD,1965,6467
Bangladesh,BGD,1966,6473
Bangladesh,BGD,1967,7926
Bangladesh,BGD,1968,7580
Bangladesh,BGD,1969,7964
Bangladesh,BGD,1970,8740
Bangladesh,BGD,1971,8880
Bangladesh,BGD,1972,9038
Bangladesh,BGD,1973,7572
Bangladesh,BGD,1974,8987
Bangladesh,BGD,1975,9260
Bangladesh,BGD,1976,14535
Bangladesh,BGD,1977,16211
Bangladesh,BGD,1978,18419
Bangladesh,BGD,1979,18660
Bangladesh,BGD,1980,18990
Bangladesh,BGD,1981,18479
Bangladesh,BGD,1982,18114
Bangladesh,BGD,1983,21090
Bangladesh,BGD,1984,23021
Bangladesh,BGD,1985,21647
Bangladesh,BGD,1986,19282
Bangladesh,BGD,1987,18657
Bangladesh,BGD,1988,17542
Bangladesh,BGD,1989,18246
Bangladesh,BGD,1990,15034
Bangladesh,BGD,1991,16767
Bangladesh,BGD,1992,18534
Bangladesh,BGD,1993,18457
Bangladesh,BGD,1994,18390
Bangladesh,BGD,1995,19483
Bangladesh,BGD,1996,19531
Bangladesh,BGD,1997,20544
Bangladesh,BGD,1998,22408
Bangladesh,BGD,1999,21627
Bangladesh,BGD,2000,22104
Bangladesh,BGD,2001,21643
Bangladesh,BGD,2002,21644
Bangladesh,BGD,2003,21327
Bangladesh,BGD,2004,19527
Bangladesh,BGD,2005,17478
Bangladesh,BGD,2006,15344
Bangladesh,BGD,2007,18471
Bangladesh,BGD,2008,21753
Bangladesh,BGD,2009,21516
Bangladesh,BGD,2010,23959
Bangladesh,BGD,2011,26012
Bangladesh,BGD,2012,27789
Bangladesh,BGD,2013,30138
Bangladesh,BGD,2014,30319
Bangladesh,BGD,2015,30860
Bangladesh,BGD,2016,30310
Bangladesh,BGD,2017,31576
Bangladesh,BGD,2018,31301
Belarus,BLR,1992,27983
Belarus,BLR,1993,26826
Belarus,BLR,1994,22802
Belarus,BLR,1995,24791
Belarus,BLR,1996,21989
Belarus,BLR,1997,25132
Belarus,BLR,1998,21347
Belarus,BLR,1999,17322
Belarus,BLR,2000,21367
Belarus,BLR,2001,21255
Belarus,BLR,2002,26919
Belarus,BLR,2003,25082
Belarus,BLR,2004,33040
Belarus,BLR,2005,32812
Belarus,BLR,2006,28191
Belarus,BLR,2007,32771
Belarus,BLR,2008,39752
Belarus,BLR,2009,35428
Belarus,BLR,2010,28851
Belarus,BLR,2011,33088
Belarus,BLR,2012,35822
Belarus,BLR,2013,30610
Belarus,BLR,2014,39424
Belarus,BLR,2015,39623
Belarus,BLR,2016,32938
Belarus,BLR,2017,36540
Belarus,BLR,2018,27502
Belgium,BEL,2000,79198
Belgium,BEL,2001,80475
Belgium,BEL,2002,82757
Belgium,BEL,2003,85786
Belgium,BEL,2004,89806
Belgium,BEL,2005,82733
Belgium,BEL,2006,82549
Belgium,BEL,2007,78908
Belgium,BEL,2008,87585
Belgium,BEL,2009,94652
Belgium,BEL,2010,88272
Belgium,BEL,2011,84046
Belgium,BEL,2012,84522
Belgium,BEL,2013,89349
Belgium,BEL,2014,94129
Belgium,BEL,2015,100152
Belgium,BEL,2016,67871
Belgium,BEL,2017,86174
Belgium,BEL,2018,84434
Belgium-Luxembourg,,1961,37116
Belgium-Luxembourg,,1962,41868
Belgium-Luxembourg,,1963,40814
Belgium-Luxembourg,,1964,43638
Belgium-Luxembourg,,1965,39701
Belgium-Luxembourg,,1966,26473
Belgium-Luxembourg,,1967,42594
Belgium-Luxembourg,,1968,40839
Belgium-Luxembourg,,1969,38306
Belgium-Luxembourg,,1970,38482
Belgium-Luxembourg,,1971,44848
Belgium-Luxembourg,,1972,44206
Belgium-Luxembourg,,1973,49497
Belgium-Luxembourg,,1974,54311
Belgium-Luxembourg,,1975,38018
Belgium-Luxembourg,,1976,44325
Belgium-Luxembourg,,1977,41044
Belgium-Luxembourg,,1978,52535
Belgium-Luxembourg,,1979,51304
Belgium-Luxembourg,,1980,46131
Belgium-Luxembourg,,1981,53490
Belgium-Luxembourg,,1982,58091
Belgium-Luxembourg,,1983,52262
Belgium-Luxembourg,,1984,68436
Belgium-Luxembourg,,1985,62522
Belgium-Luxembourg,,1986,67404
Belgium-Luxembourg,,1987,57796
Belgium-Luxembourg,,1988,65242
Belgium-Luxembourg,,1989,67442
Belgium-Luxembourg,,1990,60339
Belgium-Luxembourg,,1991,66884
Belgium-Luxembourg,,1992,65309
Belgium-Luxembourg,,1993,71303
Belgium-Luxembourg,,1994,73294
Belgium-Luxembourg,,1995,70119
Belgium-Luxembourg,,1996,89184
Belgium-Luxembourg,,1997,79337
Belgium-Luxembourg,,1998,82523
Belgium-Luxembourg,,1999,80957
Bhutan,BTN,1961,10204
Bhutan,BTN,1962,10200
Bhutan,BTN,1963,10196
Bhutan,BTN,1964,10192
Bhutan,BTN,1965,10189
Bhutan,BTN,1966,10182
Bhutan,BTN,1967,10175
Bhutan,BTN,1968,10169
Bhutan,BTN,1969,10164
Bhutan,BTN,1970,10159
Bhutan,BTN,1971,10154
Bhutan,BTN,1972,10149
Bhutan,BTN,1973,10145
Bhutan,BTN,1974,10141
Bhutan,BTN,1975,10137
Bhutan,BTN,1976,10133
Bhutan,BTN,1977,10000
Bhutan,BTN,1978,10000
Bhutan,BTN,1979,10000
Bhutan,BTN,1980,10000
Bhutan,BTN,1981,10941
Bhutan,BTN,1982,10526
Bhutan,BTN,1983,11000
Bhutan,BTN,1984,11366
Bhutan,BTN,1985,10000
Bhutan,BTN,1986,9167
Bhutan,BTN,1987,8000
Bhutan,BTN,1988,6396
Bhutan,BTN,1989,6386
Bhutan,BTN,1990,7692
Bhutan,BTN,1991,8333
Bhutan,BTN,1992,9091
Bhutan,BTN,1993,11667
Bhutan,BTN,1994,12500
Bhutan,BTN,1995,13000
Bhutan,BTN,1996,14167
Bhutan,BTN,1997,15385
Bhutan,BTN,1998,15385
Bhutan,BTN,1999,15385
Bhutan,BTN,2000,9457
Bhutan,BTN,2001,10000
Bhutan,BTN,2002,11269
Bhutan,BTN,2003,14239
Bhutan,BTN,2004,13656
Bhutan,BTN,2005,12754
Bhutan,BTN,2006,13481
Bhutan,BTN,2007,12921
Bhutan,BTN,2008,17655
Bhutan,BTN,2009,14371
Bhutan,BTN,2010,21637
Bhutan,BTN,2011,26686
Bhutan,BTN,2012,22471
Bhutan,BTN,2013,23392
Bhutan,BTN,2014,22341
Bhutan,BTN,2015,19016
Bhutan,BTN,2016,16751
Bhutan,BTN,2017,17932
Bhutan,BTN,2018,19439
Bolivia,BOL,1961,5625
Bolivia,BOL,1962,5000
Bolivia,BOL,1963,5189
Bolivia,BOL,1964,5229
Bolivia,BOL,1965,8730
Bolivia,BOL,1966,5500
Bolivia,BOL,1967,6000
Bolivia,BOL,1968,6000
Bolivia,BOL,1969,6954
Bolivia,BOL,1970,7000
Bolivia,BOL,1971,7862
Bolivia,BOL,1972,8333
Bolivia,BOL,1973,8278
Bolivia,BOL,1974,8489
Bolivia,BOL,1975,8034
Bolivia,BOL,1976,8639
Bolivia,BOL,1977,6530
Bolivia,BOL,1978,6456
Bolivia,BOL,1979,6909
Bolivia,BOL,1980,5992
Bolivia,BOL,1981,6943
Bolivia,BOL,1982,6845
Bolivia,BOL,1983,6045
Bolivia,BOL,1984,7936
Bolivia,BOL,1985,7415
Bolivia,BOL,1986,7642
Bolivia,BOL,1987,8079
Bolivia,BOL,1988,7670
